YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_NAME,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-09,WEEKENDS/HOLIDAY,18,Yishun,NS13,26703,38759
2023-09,WEEKDAY,18,Yishun,NS13,72392,187823
2023-09,WEEKDAY,6,Kent Ridge,CC24,949,18733
2023-09,WEEKENDS/HOLIDAY,6,Kent Ridge,CC24,311,4085
2023-09,WEEKENDS/HOLIDAY,7,Botanic Gardens,CC19/DT9,1101,3586
2023-09,WEEKDAY,7,Botanic Gardens,CC19/DT9,7938,12136
2023-09,WEEKENDS/HOLIDAY,6,Clarke Quay,NE5,793,1095
2023-09,WEEKDAY,6,Clarke Quay,NE5,1425,4969
2023-09,WEEKENDS/HOLIDAY,15,Hillview,DT3,3973,3655
2023-09,WEEKDAY,15,Hillview,DT3,8536,6881
2023-09,WEEKDAY,9,Bedok North,DT29,14944,4399
2023-09,WEEKENDS/HOLIDAY,9,Bedok North,DT29,4613,1420
2023-09,WEEKDAY,11,Toa Payoh,NS19,35583,26932
2023-09,WEEKENDS/HOLIDAY,11,Toa Payoh,NS19,22935,16152
2023-09,WEEKDAY,12,Buona Vista,EW21/CC22,24733,22759
2023-09,WEEKENDS/HOLIDAY,12,Buona Vista,EW21/CC22,10778,10860
2023-09,WEEKDAY,0,Kembangan,EW6,74,1084
2023-09,WEEKENDS/HOLIDAY,0,Kembangan,EW6,43,911
2023-09,WEEKDAY,8,Tampines East,DT33,77939,13361
2023-09,WEEKENDS/HOLIDAY,8,Tampines East,DT33,9776,3010
2023-09,WEEKDAY,17,Ranggung,SE5,3034,3873
2023-09,WEEKENDS/HOLIDAY,17,Ranggung,SE5,1392,1352
2023-09,WEEKENDS/HOLIDAY,7,Buona Vista,EW21/CC22,3462,7794
2023-09,WEEKDAY,7,Buona Vista,EW21/CC22,22810,61422
2023-09,WEEKDAY,20,Kangkar,SE4,1548,5314
2023-09,WEEKENDS/HOLIDAY,20,Kangkar,SE4,816,1939
2023-09,WEEKENDS/HOLIDAY,10,Pasir Panjang,CC26,1487,1042
2023-09,WEEKDAY,10,Pasir Panjang,CC26,3176,3534
2023-09,WEEKDAY,18,Raffles Place,EW14/NS26,342290,45671
2023-09,WEEKENDS/HOLIDAY,18,Raffles Place,EW14/NS26,12762,17126
2023-09,WEEKDAY,17,Tanjong Pagar,EW15,111084,30118
2023-09,WEEKENDS/HOLIDAY,17,Tanjong Pagar,EW15,14813,12322
2023-09,WEEKENDS/HOLIDAY,10,Sembawang,NS11,24769,10074
2023-09,WEEKDAY,10,Sembawang,NS11,35327,15310
2023-09,WEEKDAY,9,Kupang,SW3,3055,937
2023-09,WEEKENDS/HOLIDAY,9,Kupang,SW3,1582,450
2023-09,WEEKENDS/HOLIDAY,14,Renjong,SW8,1043,1151
2023-09,WEEKDAY,14,Renjong,SW8,2111,2241
2023-09,WEEKDAY,15,one-north,CC23,14092,5754
2023-09,WEEKENDS/HOLIDAY,15,one-north,CC23,2302,1874
2023-09,WEEKDAY,15,Mattar,DT25,3253,3270
2023-09,WEEKENDS/HOLIDAY,15,Mattar,DT25,1538,1896
2023-09,WEEKENDS/HOLIDAY,18,Hougang,NE14,17224,19325
2023-09,WEEKDAY,18,Hougang,NE14,41610,96109
2023-09,WEEKENDS/HOLIDAY,17,one-north,CC23,4072,2010
2023-09,WEEKDAY,17,one-north,CC23,68122,7147
2023-09,WEEKDAY,12,Bedok North,DT29,5410,3422
2023-09,WEEKENDS/HOLIDAY,12,Bedok North,DT29,4063,2315
2023-09,WEEKDAY,11,Mattar,DT25,3299,2025
2023-09,WEEKENDS/HOLIDAY,11,Mattar,DT25,2395,1192
2023-09,WEEKDAY,11,Haw Par Villa,CC25,6308,4413
2023-09,WEEKENDS/HOLIDAY,11,Haw Par Villa,CC25,3590,2068
2023-09,WEEKDAY,7,Nibong,PW5,11035,5181
2023-09,WEEKENDS/HOLIDAY,7,Nibong,PW5,3618,691
2023-09,WEEKENDS/HOLIDAY,7,Holland Village,CC21,1418,2642
2023-09,WEEKDAY,7,Holland Village,CC21,10674,11545
2023-09,WEEKDAY,5,Kangkar,SE4,1607,109
2023-09,WEEKENDS/HOLIDAY,5,Kangkar,SE4,303,33
2023-09,WEEKENDS/HOLIDAY,8,Clarke Quay,NE5,1270,3872
2023-09,WEEKDAY,8,Clarke Quay,NE5,4603,47806
2023-09,WEEKDAY,20,Meridian,PE2,1884,9091
2023-09,WEEKENDS/HOLIDAY,20,Meridian,PE2,1061,3783
2023-09,WEEKENDS/HOLIDAY,8,Little India,NE7/DT12,5842,10683
2023-09,WEEKDAY,8,Little India,NE7/DT12,22424,55062
2023-09,WEEKDAY,23,Clementi,EW23,9295,15683
2023-09,WEEKENDS/HOLIDAY,23,Clementi,EW23,3877,9607
2023-09,WEEKENDS/HOLIDAY,18,Caldecott,CC17/TE9,2748,2672
2023-09,WEEKDAY,18,Caldecott,CC17/TE9,17496,16801
2023-09,WEEKENDS/HOLIDAY,18,Commonwealth,EW20,6348,6528
2023-09,WEEKDAY,18,Commonwealth,EW20,37001,29065
2023-09,WEEKDAY,19,one-north,CC23,52118,7234
2023-09,WEEKENDS/HOLIDAY,19,one-north,CC23,2715,2090
2023-09,WEEKENDS/HOLIDAY,5,Farrer Road,CC20,96,60
2023-09,WEEKDAY,5,Farrer Road,CC20,445,232
2023-09,WEEKENDS/HOLIDAY,7,Riviera,PE4,585,193
2023-09,WEEKDAY,7,Riviera,PE4,5905,800
2023-09,WEEKDAY,12,Beauty World,DT5,12545,10522
2023-09,WEEKENDS/HOLIDAY,12,Beauty World,DT5,12034,7194
2023-09,WEEKDAY,17,Canberra,NS12,20160,25316
2023-09,WEEKENDS/HOLIDAY,17,Canberra,NS12,9415,8673
2023-09,WEEKDAY,15,Sumang,PW6,1221,1860
2023-09,WEEKENDS/HOLIDAY,15,Sumang,PW6,792,822
2023-09,WEEKDAY,21,Sembawang,NS11,17411,56130
2023-09,WEEKENDS/HOLIDAY,21,Sembawang,NS11,9546,26667
2023-09,WEEKENDS/HOLIDAY,13,Chinese Garden,EW25,5059,4562
2023-09,WEEKDAY,13,Chinese Garden,EW25,5727,5173
2023-09,WEEKDAY,20,Punggol Point,PW3,876,1602
2023-09,WEEKENDS/HOLIDAY,20,Punggol Point,PW3,341,709
2023-09,WEEKDAY,8,Commonwealth,EW20,31046,37445
2023-09,WEEKENDS/HOLIDAY,8,Commonwealth,EW20,5461,5707
2023-09,WEEKENDS/HOLIDAY,7,Redhill,EW18,4541,5395
2023-09,WEEKDAY,7,Redhill,EW18,33779,34383
2023-09,WEEKDAY,9,Yio Chu Kang,NS15,20106,23819
2023-09,WEEKENDS/HOLIDAY,9,Yio Chu Kang,NS15,8838,5106
2023-09,WEEKDAY,14,Fort Canning,DT20,3677,5840
2023-09,WEEKENDS/HOLIDAY,14,Fort Canning,DT20,2601,3264
2023-09,WEEKDAY,14,Cashew,DT2,4003,1917
2023-09,WEEKENDS/HOLIDAY,14,Cashew,DT2,828,792
2023-09,WEEKENDS/HOLIDAY,0,MacPherson,CC10/DT26,84,763
2023-09,WEEKDAY,0,MacPherson,CC10/DT26,141,1152
2023-09,WEEKDAY,14,Canberra,NS12,9053,12420
2023-09,WEEKENDS/HOLIDAY,14,Canberra,NS12,7338,6968
2023-09,WEEKENDS/HOLIDAY,14,Tongkang,SW7,1412,1249
2023-09,WEEKDAY,14,Tongkang,SW7,2245,2517
2023-09,WEEKDAY,11,Yishun,NS13,41728,31237
2023-09,WEEKENDS/HOLIDAY,11,Yishun,NS13,27971,21728
2023-09,WEEKDAY,22,Senja,BP13,145,477
2023-09,WEEKENDS/HOLIDAY,22,Senja,BP13,92,213
2023-09,WEEKDAY,17,Phoenix,BP5,3408,2708
2023-09,WEEKENDS/HOLIDAY,17,Phoenix,BP5,1104,953
2023-09,WEEKENDS/HOLIDAY,11,Labrador Park,CC27,803,1070
2023-09,WEEKDAY,11,Labrador Park,CC27,3572,4264
2023-09,WEEKDAY,12,Renjong,SW8,2894,1992
2023-09,WEEKENDS/HOLIDAY,12,Renjong,SW8,1365,989
2023-09,WEEKENDS/HOLIDAY,5,Sembawang,NS11,5380,628
2023-09,WEEKDAY,5,Sembawang,NS11,19815,3090
2023-09,WEEKENDS/HOLIDAY,13,Tanah Merah,EW4,8562,6255
2023-09,WEEKDAY,13,Tanah Merah,EW4,13322,9600
2023-09,WEEKENDS/HOLIDAY,23,Tampines,EW2/DT32,4563,12338
2023-09,WEEKDAY,23,Tampines,EW2/DT32,7053,22894
2023-09,WEEKENDS/HOLIDAY,16,Telok Blangah,CC28,2441,2146
2023-09,WEEKDAY,16,Telok Blangah,CC28,3525,4327
2023-09,WEEKENDS/HOLIDAY,7,City Hall,NS25/EW13,1659,10289
2023-09,WEEKDAY,7,City Hall,NS25/EW13,6071,43019
2023-09,WEEKENDS/HOLIDAY,6,Farmway,SW2,676,433
2023-09,WEEKDAY,6,Farmway,SW2,5986,1376
2023-09,WEEKDAY,7,Farrer Road,CC20,11496,12440
2023-09,WEEKENDS/HOLIDAY,7,Farrer Road,CC20,1236,2351
2023-09,WEEKDAY,23,Riviera,PE4,330,858
2023-09,WEEKENDS/HOLIDAY,23,Riviera,PE4,264,485
2023-09,WEEKDAY,19,Oasis,PE6,6285,14959
2023-09,WEEKENDS/HOLIDAY,19,Oasis,PE6,3020,3953
2023-09,WEEKENDS/HOLIDAY,21,Renjong,SW8,304,1172
2023-09,WEEKDAY,21,Renjong,SW8,679,2569
2023-09,WEEKENDS/HOLIDAY,21,Esplanade,CC3,12397,2330
2023-09,WEEKDAY,21,Esplanade,CC3,16456,2794
2023-09,WEEKENDS/HOLIDAY,6,Compassvale,SE1,1099,374
2023-09,WEEKDAY,6,Compassvale,SE1,6878,3067
2023-09,WEEKDAY,17,Thanggam,SW4,2541,3660
2023-09,WEEKENDS/HOLIDAY,17,Thanggam,SW4,1405,1431
2023-09,WEEKDAY,5,Cove,PE1,1372,234
2023-09,WEEKENDS/HOLIDAY,5,Cove,PE1,259,38
2023-09,WEEKDAY,13,Downtown,DT17,11532,39076
2023-09,WEEKENDS/HOLIDAY,13,Downtown,DT17,2676,2988
2023-09,WEEKDAY,9,Bukit Batok,NS2,32095,19115
2023-09,WEEKENDS/HOLIDAY,9,Bukit Batok,NS2,13825,8895
2023-09,WEEKDAY,14,Novena,NS20,39395,35621
2023-09,WEEKENDS/HOLIDAY,14,Novena,NS20,20588,12497
2023-09,WEEKDAY,6,Mountbatten,CC7,6394,2827
2023-09,WEEKENDS/HOLIDAY,6,Mountbatten,CC7,1420,986
2023-09,WEEKDAY,10,Queenstown,EW19,16460,7952
2023-09,WEEKENDS/HOLIDAY,10,Queenstown,EW19,9764,5967
2023-09,WEEKDAY,14,Hougang,NE14,25847,23613
2023-09,WEEKENDS/HOLIDAY,14,Hougang,NE14,16719,15257
2023-09,WEEKENDS/HOLIDAY,6,Expo,CG1/DT35,480,1562
2023-09,WEEKDAY,6,Expo,CG1/DT35,1004,10048
2023-09,WEEKDAY,17,Pasir Ris,EW1,36134,47183
2023-09,WEEKENDS/HOLIDAY,17,Pasir Ris,EW1,16959,18583
2023-09,WEEKDAY,0,Tampines,EW2/DT32,620,5428
2023-09,WEEKENDS/HOLIDAY,0,Tampines,EW2/DT32,462,3534
2023-09,WEEKENDS/HOLIDAY,5,Bukit Panjang,BP6/DT1,2726,2229
2023-09,WEEKDAY,5,Bukit Panjang,BP6/DT1,11599,10477
2023-09,WEEKENDS/HOLIDAY,22,Compassvale,SE1,490,2524
2023-09,WEEKDAY,22,Compassvale,SE1,838,5147
2023-09,WEEKDAY,6,Sumang,PW6,3590,321
2023-09,WEEKENDS/HOLIDAY,6,Sumang,PW6,293,56
2023-09,WEEKDAY,13,Shenton Way,TE19,4536,9128
2023-09,WEEKENDS/HOLIDAY,13,Shenton Way,TE19,1588,1864
2023-09,WEEKENDS/HOLIDAY,14,Labrador Park,CC27,1136,1175
2023-09,WEEKDAY,14,Labrador Park,CC27,3227,4099
2023-09,WEEKDAY,8,Eunos,EW7,43633,26027
2023-09,WEEKENDS/HOLIDAY,8,Eunos,EW7,7890,6519
2023-09,WEEKENDS/HOLIDAY,15,Bendemeer,DT23,1828,1816
2023-09,WEEKDAY,15,Bendemeer,DT23,3462,2690
2023-09,WEEKENDS/HOLIDAY,14,Stadium,CC6,8152,10085
2023-09,WEEKDAY,14,Stadium,CC6,6995,9209
2023-09,WEEKDAY,12,Tuas West Road,EW32,2277,1335
2023-09,WEEKENDS/HOLIDAY,12,Tuas West Road,EW32,2814,727
2023-09,WEEKENDS/HOLIDAY,22,Sengkang,NE16/STC,6848,21089
2023-09,WEEKDAY,22,Sengkang,NE16/STC,12628,42382
2023-09,WEEKENDS/HOLIDAY,12,Sembawang,NS11,22852,15337
2023-09,WEEKDAY,12,Sembawang,NS11,28902,21284
2023-09,WEEKENDS/HOLIDAY,20,Clementi,EW23,17478,23049
2023-09,WEEKDAY,20,Clementi,EW23,43528,50273
2023-09,WEEKENDS/HOLIDAY,14,Potong Pasir,NE10,8308,7687
2023-09,WEEKDAY,14,Potong Pasir,NE10,14331,13768
2023-09,WEEKENDS/HOLIDAY,10,Downtown,DT17,1524,2504
2023-09,WEEKDAY,10,Downtown,DT17,4987,25377
2023-09,WEEKENDS/HOLIDAY,16,South View,BP2,1474,1246
2023-09,WEEKDAY,16,South View,BP2,2058,2609
2023-09,WEEKENDS/HOLIDAY,23,Sembawang,NS11,2774,14894
2023-09,WEEKDAY,23,Sembawang,NS11,4252,27194
2023-09,WEEKENDS/HOLIDAY,5,Pasir Ris,EW1,2004,155
2023-09,WEEKDAY,5,Pasir Ris,EW1,9871,521
2023-09,WEEKENDS/HOLIDAY,10,Woodleigh,NE11,6082,5293
2023-09,WEEKDAY,10,Woodleigh,NE11,9099,7926
2023-09,WEEKENDS/HOLIDAY,17,Tan Kah Kee,DT8,2061,2175
2023-09,WEEKDAY,17,Tan Kah Kee,DT8,9327,5658
2023-09,WEEKENDS/HOLIDAY,18,Little India,NE7/DT12,24544,27811
2023-09,WEEKDAY,18,Little India,NE7/DT12,58519,49774
2023-09,WEEKDAY,8,Keat Hong,BP3,13876,2603
2023-09,WEEKENDS/HOLIDAY,8,Keat Hong,BP3,2805,777
2023-09,WEEKDAY,16,Mountbatten,CC7,8103,7360
2023-09,WEEKENDS/HOLIDAY,16,Mountbatten,CC7,3660,3976
2023-09,WEEKENDS/HOLIDAY,5,Bukit Batok,NS2,2617,405
2023-09,WEEKDAY,5,Bukit Batok,NS2,11119,2565
2023-09,WEEKENDS/HOLIDAY,21,Braddell,NS18,2824,9579
2023-09,WEEKDAY,21,Braddell,NS18,6351,21407
2023-09,WEEKENDS/HOLIDAY,5,Rochor,DT13,66,26
2023-09,WEEKDAY,5,Rochor,DT13,272,72
2023-09,WEEKENDS/HOLIDAY,19,Paya Lebar,EW8/CC9,38022,27780
2023-09,WEEKDAY,19,Paya Lebar,EW8/CC9,76778,83560
2023-09,WEEKENDS/HOLIDAY,7,Mattar,DT25,1763,1057
2023-09,WEEKDAY,7,Mattar,DT25,9532,9565
2023-09,WEEKENDS/HOLIDAY,11,Pasir Panjang,CC26,1469,953
2023-09,WEEKDAY,11,Pasir Panjang,CC26,3590,2436
2023-09,WEEKENDS/HOLIDAY,8,Pasir Ris,EW1,15607,6839
2023-09,WEEKDAY,8,Pasir Ris,EW1,105353,24288
2023-09,WEEKENDS/HOLIDAY,6,Kangkar,SE4,818,324
2023-09,WEEKDAY,6,Kangkar,SE4,5522,761
2023-09,WEEKDAY,5,Woodlands South ,TE3,3173,191
2023-09,WEEKENDS/HOLIDAY,5,Woodlands South ,TE3,709,31
2023-09,WEEKENDS/HOLIDAY,20,Sembawang,NS11,11233,26462
2023-09,WEEKDAY,20,Sembawang,NS11,20853,63267
2023-09,WEEKENDS/HOLIDAY,18,Springleaf,TE4,3392,3284
2023-09,WEEKDAY,18,Springleaf,TE4,11799,8922
2023-09,WEEKENDS/HOLIDAY,0,Fort Canning,DT20,178,300
2023-09,WEEKDAY,0,Fort Canning,DT20,183,342
2023-09,WEEKDAY,5,Choa Chu Kang,NS4/BP1,14285,5921
2023-09,WEEKENDS/HOLIDAY,5,Choa Chu Kang,NS4/BP1,3444,1409
2023-09,WEEKDAY,10,Esplanade,CC3,2283,11573
2023-09,WEEKENDS/HOLIDAY,10,Esplanade,CC3,1245,7956
2023-09,WEEKDAY,16,Redhill,EW18,18063,18276
2023-09,WEEKENDS/HOLIDAY,16,Redhill,EW18,8599,8750
2023-09,WEEKDAY,20,Admiralty,NS10,23957,59917
2023-09,WEEKENDS/HOLIDAY,20,Admiralty,NS10,10070,23167
2023-09,WEEKENDS/HOLIDAY,11,Serangoon,NE12/CC13,31560,28754
2023-09,WEEKDAY,11,Serangoon,NE12/CC13,45376,41380
2023-09,WEEKENDS/HOLIDAY,15,Tan Kah Kee,DT8,1738,1717
2023-09,WEEKDAY,15,Tan Kah Kee,DT8,8605,4134
2023-09,WEEKENDS/HOLIDAY,16,Sam Kee,PW1,1700,1763
2023-09,WEEKDAY,16,Sam Kee,PW1,2420,2505
2023-09,WEEKDAY,11,City Hall,NS25/EW13,22949,63313
2023-09,WEEKENDS/HOLIDAY,11,City Hall,NS25/EW13,18575,44772
2023-09,WEEKENDS/HOLIDAY,11,Renjong,SW8,1485,834
2023-09,WEEKDAY,11,Renjong,SW8,2414,1055
2023-09,WEEKDAY,5,Upper Changi,DT34,963,32
2023-09,WEEKENDS/HOLIDAY,5,Upper Changi,DT34,256,15
2023-09,WEEKENDS/HOLIDAY,12,Great World,TE15,4078,5287
2023-09,WEEKDAY,12,Great World,TE15,6163,8718
2023-09,WEEKENDS/HOLIDAY,7,Teck Whye,BP4,928,514
2023-09,WEEKDAY,7,Teck Whye,BP4,6431,3818
2023-09,WEEKDAY,10,Clementi,EW23,34459,34555
2023-09,WEEKENDS/HOLIDAY,10,Clementi,EW23,23696,18798
2023-09,WEEKDAY,13,Mattar,DT25,5480,3418
2023-09,WEEKENDS/HOLIDAY,13,Mattar,DT25,2178,1589
2023-09,WEEKDAY,0,Admiralty,NS10,815,8217
2023-09,WEEKENDS/HOLIDAY,0,Admiralty,NS10,523,4837
2023-09,WEEKENDS/HOLIDAY,5,Phoenix,BP5,269,131
2023-09,WEEKDAY,5,Phoenix,BP5,1023,502
2023-09,WEEKDAY,20,Potong Pasir,NE10,11182,19877
2023-09,WEEKENDS/HOLIDAY,20,Potong Pasir,NE10,4833,8486
2023-09,WEEKDAY,14,Tanah Merah,EW4,12646,10667
2023-09,WEEKENDS/HOLIDAY,14,Tanah Merah,EW4,7549,6695
2023-09,WEEKENDS/HOLIDAY,9,Joo Koon,EW29,2599,3104
2023-09,WEEKDAY,9,Joo Koon,EW29,3557,15040
2023-09,WEEKDAY,10,Phoenix,BP5,1995,1244
2023-09,WEEKENDS/HOLIDAY,10,Phoenix,BP5,1249,893
2023-09,WEEKENDS/HOLIDAY,10,Bright Hill,TE7,2989,2055
2023-09,WEEKDAY,10,Bright Hill,TE7,4838,3479
2023-09,WEEKDAY,22,Lentor,TE5,879,5668
2023-09,WEEKENDS/HOLIDAY,22,Lentor,TE5,568,2335
2023-09,WEEKDAY,5,Compassvale,SE1,1492,830
2023-09,WEEKENDS/HOLIDAY,5,Compassvale,SE1,361,126
2023-09,WEEKDAY,22,Hillview,DT3,1860,8009
2023-09,WEEKENDS/HOLIDAY,22,Hillview,DT3,1124,3583
2023-09,WEEKENDS/HOLIDAY,10,Beauty World,DT5,9511,6750
2023-09,WEEKDAY,10,Beauty World,DT5,11565,9035
2023-09,WEEKENDS/HOLIDAY,14,Oasis,PE6,4314,3782
2023-09,WEEKDAY,14,Oasis,PE6,6745,8546
2023-09,WEEKDAY,20,Chinese Garden,EW25,5363,17089
2023-09,WEEKENDS/HOLIDAY,20,Chinese Garden,EW25,4045,6558
2023-09,WEEKDAY,20,Senja,BP13,467,790
2023-09,WEEKENDS/HOLIDAY,20,Senja,BP13,220,315
2023-09,WEEKENDS/HOLIDAY,21,Hillview,DT3,1311,4160
2023-09,WEEKDAY,21,Hillview,DT3,2438,9839
2023-09,WEEKENDS/HOLIDAY,10,Commonwealth,EW20,7172,5238
2023-09,WEEKDAY,10,Commonwealth,EW20,11728,10665
2023-09,WEEKENDS/HOLIDAY,16,Bartley,CC12,3288,2796
2023-09,WEEKDAY,16,Bartley,CC12,8436,6398
2023-09,WEEKENDS/HOLIDAY,19,Chinatown,NE4/DT19,43059,30576
2023-09,WEEKDAY,19,Chinatown,NE4/DT19,97643,67522
2023-09,WEEKENDS/HOLIDAY,13,Esplanade,CC3,5155,7475
2023-09,WEEKDAY,13,Esplanade,CC3,6995,7854
2023-09,WEEKDAY,20,Serangoon,NE12/CC13,52727,76985
2023-09,WEEKENDS/HOLIDAY,20,Serangoon,NE12/CC13,26405,31453
2023-09,WEEKENDS/HOLIDAY,22,Botanic Gardens,CC19/DT9,1564,1577
2023-09,WEEKDAY,22,Botanic Gardens,CC19/DT9,3696,3113
2023-09,WEEKDAY,5,Somerset,NS23,586,430
2023-09,WEEKENDS/HOLIDAY,5,Somerset,NS23,161,66
2023-09,WEEKDAY,23,Upper Thomson,TE8,2148,2577
2023-09,WEEKENDS/HOLIDAY,23,Upper Thomson,TE8,1336,1449
2023-09,WEEKENDS/HOLIDAY,10,Napier,TE12,1944,2616
2023-09,WEEKDAY,10,Napier,TE12,4323,5747
2023-09,WEEKENDS/HOLIDAY,9,Tiong Bahru,EW17,12974,10088
2023-09,WEEKDAY,9,Tiong Bahru,EW17,39561,27739
2023-09,WEEKENDS/HOLIDAY,20,King Albert Park,DT6,1426,2499
2023-09,WEEKDAY,20,King Albert Park,DT6,4431,5980
2023-09,WEEKDAY,18,Mayflower,TE6,10400,29383
2023-09,WEEKENDS/HOLIDAY,18,Mayflower,TE6,4793,6113
2023-09,WEEKDAY,11,Lavender,EW11,18816,15027
2023-09,WEEKENDS/HOLIDAY,11,Lavender,EW11,11196,10074
2023-09,WEEKENDS/HOLIDAY,20,Stevens,DT10/TE11,2102,2887
2023-09,WEEKDAY,20,Stevens,DT10/TE11,4733,6956
2023-09,WEEKDAY,14,Buona Vista,EW21/CC22,22805,17304
2023-09,WEEKENDS/HOLIDAY,14,Buona Vista,EW21/CC22,11461,10770
2023-09,WEEKDAY,16,Great World,TE15,7119,8321
2023-09,WEEKENDS/HOLIDAY,16,Great World,TE15,5007,5022
2023-09,WEEKENDS/HOLIDAY,5,Stadium,CC6,44,12
2023-09,WEEKDAY,5,Stadium,CC6,130,37
2023-09,WEEKENDS/HOLIDAY,7,Tampines West,DT31,3413,1840
2023-09,WEEKDAY,7,Tampines West,DT31,26564,9337
2023-09,WEEKDAY,0,one-north,CC23,119,220
2023-09,WEEKENDS/HOLIDAY,0,one-north,CC23,44,194
2023-09,WEEKDAY,18,Bangkit,BP9,1976,4977
2023-09,WEEKENDS/HOLIDAY,18,Bangkit,BP9,808,1143
2023-09,WEEKENDS/HOLIDAY,21,Telok Blangah,CC28,914,2667
2023-09,WEEKDAY,21,Telok Blangah,CC28,1581,5912
2023-09,WEEKDAY,13,Great World,TE15,9191,7527
2023-09,WEEKENDS/HOLIDAY,13,Great World,TE15,4621,5363
2023-09,WEEKDAY,17,Cove,PE1,3905,5881
2023-09,WEEKENDS/HOLIDAY,17,Cove,PE1,2139,1938
2023-09,WEEKDAY,16,Raffles Place,EW14/NS26,67336,29175
2023-09,WEEKENDS/HOLIDAY,16,Raffles Place,EW14/NS26,13587,13725
2023-09,WEEKDAY,9,Choa Chu Kang,NS4/BP1,38238,22711
2023-09,WEEKENDS/HOLIDAY,9,Choa Chu Kang,NS4/BP1,18090,13119
2023-09,WEEKENDS/HOLIDAY,8,Senja,BP13,822,271
2023-09,WEEKDAY,8,Senja,BP13,3051,854
2023-09,WEEKENDS/HOLIDAY,15,Tampines,EW2/DT32,30125,30432
2023-09,WEEKDAY,15,Tampines,EW2/DT32,42163,51353
2023-09,WEEKENDS/HOLIDAY,18,Telok Blangah,CC28,2205,2431
2023-09,WEEKDAY,18,Telok Blangah,CC28,8169,11916
2023-09,WEEKENDS/HOLIDAY,15,Botanic Gardens,CC19/DT9,5054,5260
2023-09,WEEKDAY,15,Botanic Gardens,CC19/DT9,7252,7091
2023-09,WEEKENDS/HOLIDAY,9,Labrador Park,CC27,372,1763
2023-09,WEEKDAY,9,Labrador Park,CC27,1236,38461
2023-09,WEEKENDS/HOLIDAY,19,Woodleigh,NE11,7043,8049
2023-09,WEEKDAY,19,Woodleigh,NE11,17222,25009
2023-09,WEEKDAY,20,Oasis,PE6,4876,8026
2023-09,WEEKENDS/HOLIDAY,20,Oasis,PE6,2444,3413
2023-09,WEEKENDS/HOLIDAY,8,Coral Edge,PE3,3049,2379
2023-09,WEEKDAY,8,Coral Edge,PE3,13510,8969
2023-09,WEEKDAY,14,Joo Koon,EW29,8512,4744
2023-09,WEEKENDS/HOLIDAY,14,Joo Koon,EW29,5845,4292
2023-09,WEEKENDS/HOLIDAY,17,Toa Payoh,NS19,22578,22761
2023-09,WEEKDAY,17,Toa Payoh,NS19,59669,57366
2023-09,WEEKDAY,10,Promenade,CC4/DT15,5917,30672
2023-09,WEEKENDS/HOLIDAY,10,Promenade,CC4/DT15,2439,13665
2023-09,WEEKDAY,20,Farrer Road,CC20,3504,5896
2023-09,WEEKENDS/HOLIDAY,20,Farrer Road,CC20,1405,2251
2023-09,WEEKENDS/HOLIDAY,21,Teck Whye,BP4,268,1182
2023-09,WEEKDAY,21,Teck Whye,BP4,1224,2600
2023-09,WEEKDAY,19,Commonwealth,EW20,17696,21746
2023-09,WEEKENDS/HOLIDAY,19,Commonwealth,EW20,4902,6092
2023-09,WEEKENDS/HOLIDAY,13,Kadaloor,PE5,3226,2703
2023-09,WEEKDAY,13,Kadaloor,PE5,7385,6266
2023-09,WEEKENDS/HOLIDAY,13,Pasir Panjang,CC26,1568,1654
2023-09,WEEKDAY,13,Pasir Panjang,CC26,3438,4485
2023-09,WEEKDAY,11,Fernvale,SW5,7085,5906
2023-09,WEEKENDS/HOLIDAY,11,Fernvale,SW5,5304,4192
2023-09,WEEKDAY,0,Redhill,EW18,46,614
2023-09,WEEKENDS/HOLIDAY,0,Redhill,EW18,50,710
2023-09,WEEKDAY,20,Tuas West Road,EW32,8644,3405
2023-09,WEEKENDS/HOLIDAY,20,Tuas West Road,EW32,2161,4190
2023-09,WEEKENDS/HOLIDAY,15,Bright Hill,TE7,2694,2423
2023-09,WEEKDAY,15,Bright Hill,TE7,4554,4861
2023-09,WEEKDAY,10,Caldecott,CC17/TE9,5099,3290
2023-09,WEEKENDS/HOLIDAY,10,Caldecott,CC17/TE9,2631,1901
2023-09,WEEKDAY,13,Haw Par Villa,CC25,5422,5265
2023-09,WEEKENDS/HOLIDAY,13,Haw Par Villa,CC25,3684,3000
2023-09,WEEKDAY,6,Bukit Panjang,BP6/DT1,52270,26468
2023-09,WEEKENDS/HOLIDAY,6,Bukit Panjang,BP6/DT1,10182,4774
2023-09,WEEKDAY,16,Chinatown,NE4/DT19,63626,53179
2023-09,WEEKENDS/HOLIDAY,16,Chinatown,NE4/DT19,41508,37320
2023-09,WEEKDAY,19,Compassvale,SE1,3144,9659
2023-09,WEEKENDS/HOLIDAY,19,Compassvale,SE1,1392,2683
2023-09,WEEKENDS/HOLIDAY,10,Telok Blangah,CC28,2600,1416
2023-09,WEEKDAY,10,Telok Blangah,CC28,4165,2691
2023-09,WEEKENDS/HOLIDAY,9,Redhill,EW18,8735,7529
2023-09,WEEKDAY,9,Redhill,EW18,26503,26926
2023-09,WEEKENDS/HOLIDAY,11,Farmway,SW2,3784,2055
