YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_NAME,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-08,WEEKDAY,16,Tongkang,SW7,2286,3234
2023-08,WEEKDAY,10,Jalan Besar,DT22,8052,8795
2023-08,WEEKENDS/HOLIDAY,10,Jalan Besar,DT22,3404,6062
2023-08,WEEKENDS/HOLIDAY,14,Kupang,SW3,1003,1009
2023-08,WEEKDAY,14,Kupang,SW3,2432,2323
2023-08,WEEKENDS/HOLIDAY,19,Khatib,NS14,11013,17052
2023-08,WEEKDAY,19,Khatib,NS14,33451,85719
2023-08,WEEKENDS/HOLIDAY,7,Marymount,CC16,1865,2320
2023-08,WEEKDAY,7,Marymount,CC16,18773,35780
2023-08,WEEKENDS/HOLIDAY,16,Kovan,NE13,11681,10962
2023-08,WEEKDAY,16,Kovan,NE13,24708,26252
2023-08,WEEKENDS/HOLIDAY,15,Buangkok,NE15,9360,9474
2023-08,WEEKDAY,15,Buangkok,NE15,13076,21074
2023-08,WEEKENDS/HOLIDAY,11,HarbourFront,NE1/CC29,11932,42692
2023-08,WEEKDAY,11,HarbourFront,NE1/CC29,22230,79531
2023-08,WEEKDAY,13,Farrer Park,NE8,34495,29579
2023-08,WEEKENDS/HOLIDAY,13,Farrer Park,NE8,18113,22072
2023-08,WEEKENDS/HOLIDAY,21,Lakeside,EW26,5939,18900
2023-08,WEEKDAY,21,Lakeside,EW26,12314,49974
2023-08,WEEKENDS/HOLIDAY,20,Woodlands North ,TE1,1260,2426
2023-08,WEEKDAY,20,Woodlands North ,TE1,6724,4096
2023-08,WEEKDAY,23,Haw Par Villa,CC25,1686,2432
2023-08,WEEKENDS/HOLIDAY,23,Haw Par Villa,CC25,580,1093
2023-08,WEEKDAY,13,Boon Keng,NE9,25043,21617
2023-08,WEEKENDS/HOLIDAY,13,Boon Keng,NE9,12557,9164
2023-08,WEEKENDS/HOLIDAY,0,Woodlands North ,TE1,0,243
2023-08,WEEKDAY,0,Woodlands North ,TE1,1,482
2023-08,WEEKENDS/HOLIDAY,8,Admiralty,NS10,22866,11194
2023-08,WEEKDAY,8,Admiralty,NS10,130429,48463
2023-08,WEEKDAY,5,Bencoolen,DT21,82,1
2023-08,WEEKENDS/HOLIDAY,5,Bencoolen,DT21,20,0
2023-08,WEEKENDS/HOLIDAY,7,Serangoon,NE12/CC13,15222,7618
2023-08,WEEKDAY,7,Serangoon,NE12/CC13,133743,63081
2023-08,WEEKDAY,17,Kupang,SW3,2987,4501
2023-08,WEEKENDS/HOLIDAY,17,Kupang,SW3,971,1093
2023-08,WEEKDAY,0,Gul Circle,EW30,1,137
2023-08,WEEKENDS/HOLIDAY,0,Gul Circle,EW30,1,155
2023-08,WEEKENDS/HOLIDAY,21,Telok Ayer,DT18,3892,2241
2023-08,WEEKDAY,21,Telok Ayer,DT18,21456,4250
2023-08,WEEKDAY,14,Upper Changi,DT34,3050,4211
2023-08,WEEKENDS/HOLIDAY,14,Upper Changi,DT34,1617,1816
2023-08,WEEKDAY,17,Bedok,EW5,56516,64423
2023-08,WEEKENDS/HOLIDAY,17,Bedok,EW5,17889,23059
2023-08,WEEKENDS/HOLIDAY,7,Lentor,TE5,1867,937
2023-08,WEEKDAY,7,Lentor,TE5,16819,4967
2023-08,WEEKENDS/HOLIDAY,15,Phoenix,BP5,921,829
2023-08,WEEKDAY,15,Phoenix,BP5,2121,1889
2023-08,WEEKDAY,22,Orchard,TE14/NS22,66911,14222
2023-08,WEEKENDS/HOLIDAY,22,Orchard,TE14/NS22,28964,6636
2023-08,WEEKDAY,15,Bukit Batok,NS2,22415,27294
2023-08,WEEKENDS/HOLIDAY,15,Bukit Batok,NS2,11736,12651
2023-08,WEEKENDS/HOLIDAY,18,Mountbatten,CC7,3988,4214
2023-08,WEEKDAY,18,Mountbatten,CC7,17971,19166
2023-08,WEEKENDS/HOLIDAY,0,Thanggam,SW4,21,158
2023-08,WEEKDAY,0,Thanggam,SW4,35,404
2023-08,WEEKDAY,16,Petir,BP7,749,1633
2023-08,WEEKENDS/HOLIDAY,16,Petir,BP7,267,458
2023-08,WEEKDAY,20,Jalan Besar,DT22,12130,13790
2023-08,WEEKENDS/HOLIDAY,20,Jalan Besar,DT22,9917,5777
2023-08,WEEKENDS/HOLIDAY,8,Geylang Bahru,DT24,2437,1441
2023-08,WEEKDAY,8,Geylang Bahru,DT24,20002,12272
2023-08,WEEKDAY,10,Riviera,PE4,1647,819
2023-08,WEEKENDS/HOLIDAY,10,Riviera,PE4,1045,567
2023-08,WEEKDAY,5,Bedok Reservoir,DT30,1723,116
2023-08,WEEKENDS/HOLIDAY,5,Bedok Reservoir,DT30,259,10
2023-08,WEEKENDS/HOLIDAY,10,Shenton Way,TE19,972,1078
2023-08,WEEKDAY,10,Shenton Way,TE19,2357,11327
2023-08,WEEKDAY,15,Keat Hong,BP3,2958,4255
2023-08,WEEKENDS/HOLIDAY,15,Keat Hong,BP3,1805,1834
2023-08,WEEKDAY,20,Somerset,NS23,60097,24840
2023-08,WEEKENDS/HOLIDAY,20,Somerset,NS23,23960,10248
2023-08,WEEKDAY,0,Somerset,NS23,542,303
2023-08,WEEKENDS/HOLIDAY,0,Somerset,NS23,252,159
2023-08,WEEKDAY,22,Braddell,NS18,4710,20332
2023-08,WEEKENDS/HOLIDAY,22,Braddell,NS18,1832,8393
2023-08,WEEKENDS/HOLIDAY,7,Kovan,NE13,6174,5268
2023-08,WEEKDAY,7,Kovan,NE13,48824,22797
2023-08,WEEKENDS/HOLIDAY,18,Lakeside,EW26,14963,19919
2023-08,WEEKDAY,18,Lakeside,EW26,62619,107061
2023-08,WEEKDAY,9,Cheng Lim,SW1,2665,3790
2023-08,WEEKENDS/HOLIDAY,9,Cheng Lim,SW1,925,554
2023-08,WEEKDAY,12,Canberra,NS12,13465,8497
2023-08,WEEKENDS/HOLIDAY,12,Canberra,NS12,8985,5074
2023-08,WEEKENDS/HOLIDAY,19,Telok Ayer,DT18,3028,3275
2023-08,WEEKDAY,19,Telok Ayer,DT18,47872,13328
2023-08,WEEKDAY,0,Kent Ridge,CC24,125,209
2023-08,WEEKENDS/HOLIDAY,0,Kent Ridge,CC24,26,99
2023-08,WEEKDAY,13,Lentor,TE5,3244,3806
2023-08,WEEKENDS/HOLIDAY,13,Lentor,TE5,1843,1643
2023-08,WEEKENDS/HOLIDAY,12,Senja,BP13,706,445
2023-08,WEEKDAY,12,Senja,BP13,1330,772
2023-08,WEEKENDS/HOLIDAY,5,Bakau,SE3,313,6
2023-08,WEEKDAY,5,Bakau,SE3,1852,47
2023-08,WEEKENDS/HOLIDAY,0,Clarke Quay,NE5,85,71
2023-08,WEEKDAY,0,Clarke Quay,NE5,176,116
2023-08,WEEKDAY,19,Kallang,EW10,13158,32321
2023-08,WEEKENDS/HOLIDAY,19,Kallang,EW10,7875,8907
2023-08,WEEKENDS/HOLIDAY,17,Yew Tee,NS5,13963,16489
2023-08,WEEKDAY,17,Yew Tee,NS5,46015,60135
2023-08,WEEKENDS/HOLIDAY,18,Tanah Merah,EW4,8113,9519
2023-08,WEEKDAY,18,Tanah Merah,EW4,45009,41536
2023-08,WEEKENDS/HOLIDAY,17,Kent Ridge,CC24,7094,3274
2023-08,WEEKDAY,17,Kent Ridge,CC24,102437,17880
2023-08,WEEKDAY,19,Stadium,CC6,12740,23416
2023-08,WEEKENDS/HOLIDAY,19,Stadium,CC6,11394,7148
2023-08,WEEKDAY,8,MacPherson,CC10/DT26,37796,65880
2023-08,WEEKENDS/HOLIDAY,8,MacPherson,CC10/DT26,5915,5874
2023-08,WEEKDAY,18,Woodlands,NS9/TE2,96669,209105
2023-08,WEEKENDS/HOLIDAY,18,Woodlands,NS9/TE2,28002,36294
2023-08,WEEKENDS/HOLIDAY,14,Bukit Gombak,NS3,8656,8299
2023-08,WEEKDAY,14,Bukit Gombak,NS3,14918,18382
2023-08,WEEKDAY,11,Yew Tee,NS5,28029,15203
2023-08,WEEKENDS/HOLIDAY,11,Yew Tee,NS5,16116,8119
2023-08,WEEKENDS/HOLIDAY,16,Ang Mo Kio,NS16,20747,23719
2023-08,WEEKDAY,16,Ang Mo Kio,NS16,42163,53625
2023-08,WEEKENDS/HOLIDAY,5,Ranggung,SE5,242,56
2023-08,WEEKDAY,5,Ranggung,SE5,980,393
2023-08,WEEKENDS/HOLIDAY,12,Bendemeer,DT23,1743,1650
2023-08,WEEKDAY,12,Bendemeer,DT23,4128,3588
2023-08,WEEKENDS/HOLIDAY,20,Kallang,EW10,5720,8090
2023-08,WEEKDAY,20,Kallang,EW10,8494,20737
2023-08,WEEKDAY,21,Gardens by the Bay,TE22,7773,1375
2023-08,WEEKENDS/HOLIDAY,21,Gardens by the Bay,TE22,8797,732
2023-08,WEEKDAY,20,Punggol,NE17/PTC,37879,63680
2023-08,WEEKENDS/HOLIDAY,20,Punggol,NE17/PTC,17799,21472
2023-08,WEEKENDS/HOLIDAY,10,Boon Keng,NE9,12871,7701
2023-08,WEEKDAY,10,Boon Keng,NE9,25602,17160
2023-08,WEEKDAY,20,Bedok North,DT29,3729,13782
2023-08,WEEKENDS/HOLIDAY,20,Bedok North,DT29,1515,4229
2023-08,WEEKENDS/HOLIDAY,22,Dakota,CC8,2221,3681
2023-08,WEEKDAY,22,Dakota,CC8,4512,9090
2023-08,WEEKDAY,17,Kaki Bukit,DT28,31283,15019
2023-08,WEEKENDS/HOLIDAY,17,Kaki Bukit,DT28,6745,5054
2023-08,WEEKDAY,0,Jurong East,EW24/NS1,1469,3032
2023-08,WEEKENDS/HOLIDAY,0,Jurong East,EW24/NS1,682,1886
2023-08,WEEKENDS/HOLIDAY,5,Beauty World,DT5,315,37
2023-08,WEEKDAY,5,Beauty World,DT5,1773,232
2023-08,WEEKENDS/HOLIDAY,14,Bedok North,DT29,2973,2428
2023-08,WEEKDAY,14,Bedok North,DT29,4893,5062
2023-08,WEEKENDS/HOLIDAY,8,Boon Keng,NE9,9678,6822
2023-08,WEEKDAY,8,Boon Keng,NE9,54610,53253
2023-08,WEEKENDS/HOLIDAY,20,Pasir Panjang,CC26,1424,1564
2023-08,WEEKDAY,20,Pasir Panjang,CC26,6523,3966
2023-08,WEEKDAY,14,Jelapang,BP12,3590,1902
2023-08,WEEKENDS/HOLIDAY,14,Jelapang,BP12,1106,725
2023-08,WEEKENDS/HOLIDAY,8,Fajar,BP10,1559,917
2023-08,WEEKDAY,8,Fajar,BP10,8416,2892
2023-08,WEEKDAY,0,Farrer Park,NE8,306,861
2023-08,WEEKENDS/HOLIDAY,0,Farrer Park,NE8,144,319
2023-08,WEEKENDS/HOLIDAY,13,Telok Ayer,DT18,3424,3516
2023-08,WEEKDAY,13,Telok Ayer,DT18,18075,18336
2023-08,WEEKENDS/HOLIDAY,23,Orchard Boulevard,TE13,414,368
2023-08,WEEKDAY,23,Orchard Boulevard,TE13,799,893
2023-08,WEEKENDS/HOLIDAY,0,King Albert Park,DT6,18,228
2023-08,WEEKDAY,0,King Albert Park,DT6,32,470
2023-08,WEEKENDS/HOLIDAY,9,Telok Blangah,CC28,2296,1141
2023-08,WEEKDAY,9,Telok Blangah,CC28,8153,9137
2023-08,WEEKDAY,23,Farrer Road,CC20,493,1932
2023-08,WEEKENDS/HOLIDAY,23,Farrer Road,CC20,232,818
2023-08,WEEKENDS/HOLIDAY,15,Aljunied,EW9,11621,11223
2023-08,WEEKDAY,15,Aljunied,EW9,20244,17920
2023-08,WEEKENDS/HOLIDAY,8,Tuas Link,EW33,2179,2018
2023-08,WEEKDAY,8,Tuas Link,EW33,4955,13403
2023-08,WEEKDAY,5,Ang Mo Kio,NS16,19245,3116
2023-08,WEEKENDS/HOLIDAY,5,Ang Mo Kio,NS16,4043,446
2023-08,WEEKDAY,23,Ubi,DT27,1196,4335
2023-08,WEEKENDS/HOLIDAY,23,Ubi,DT27,533,2107
2023-08,WEEKENDS/HOLIDAY,17,Bakau,SE3,1663,1534
2023-08,WEEKDAY,17,Bakau,SE3,3108,5391
2023-08,WEEKENDS/HOLIDAY,0,Canberra,NS12,153,1120
2023-08,WEEKDAY,0,Canberra,NS12,321,2625
2023-08,WEEKENDS/HOLIDAY,16,Buangkok,NE15,10333,10312
2023-08,WEEKDAY,16,Buangkok,NE15,14956,24435
2023-08,WEEKENDS/HOLIDAY,20,Maxwell,TE18,4216,2487
2023-08,WEEKDAY,20,Maxwell,TE18,11794,5194
2023-08,WEEKDAY,14,Bugis,EW12/DT14,61932,64298
2023-08,WEEKENDS/HOLIDAY,14,Bugis,EW12/DT14,39783,46289
2023-08,WEEKDAY,12,Farrer Road,CC20,5185,4730
2023-08,WEEKENDS/HOLIDAY,12,Farrer Road,CC20,3354,2164
2023-08,WEEKENDS/HOLIDAY,18,Geylang Bahru,DT24,2359,2661
2023-08,WEEKDAY,18,Geylang Bahru,DT24,13384,17808
2023-08,WEEKDAY,17,Gul Circle,EW30,30812,1598
2023-08,WEEKENDS/HOLIDAY,17,Gul Circle,EW30,3391,862
2023-08,WEEKDAY,18,Upper Thomson,TE8,20754,25895
2023-08,WEEKENDS/HOLIDAY,18,Upper Thomson,TE8,6280,5642
2023-08,WEEKENDS/HOLIDAY,11,Tongkang,SW7,1658,830
2023-08,WEEKDAY,11,Tongkang,SW7,3254,1828
2023-08,WEEKENDS/HOLIDAY,21,Little India,NE7/DT12,20446,9959
2023-08,WEEKDAY,21,Little India,NE7/DT12,30916,18713
2023-08,WEEKDAY,11,Bayfront,CE1/DT16,17779,40590
2023-08,WEEKENDS/HOLIDAY,11,Bayfront,CE1/DT16,9470,28155
2023-08,WEEKENDS/HOLIDAY,5,Segar,BP11,764,29
2023-08,WEEKDAY,5,Segar,BP11,4584,217
2023-08,WEEKENDS/HOLIDAY,17,Dakota,CC8,5145,5149
2023-08,WEEKDAY,17,Dakota,CC8,16280,14788
2023-08,WEEKDAY,23,Nicoll Highway,CC5,1766,1728
2023-08,WEEKENDS/HOLIDAY,23,Nicoll Highway,CC5,834,848
2023-08,WEEKDAY,13,Oasis,PE6,8436,9442
2023-08,WEEKENDS/HOLIDAY,13,Oasis,PE6,4323,3652
2023-08,WEEKENDS/HOLIDAY,20,Khatib,NS14,7916,16170
2023-08,WEEKDAY,20,Khatib,NS14,19892,54087
2023-08,WEEKENDS/HOLIDAY,5,Telok Blangah,CC28,249,13
2023-08,WEEKDAY,5,Telok Blangah,CC28,1502,79
2023-08,WEEKDAY,11,Woodlands South ,TE3,8525,2856
2023-08,WEEKENDS/HOLIDAY,11,Woodlands South ,TE3,4651,1650
2023-08,WEEKDAY,11,Tuas Link,EW33,2182,1581
2023-08,WEEKENDS/HOLIDAY,11,Tuas Link,EW33,1910,782
2023-08,WEEKENDS/HOLIDAY,7,Haw Par Villa,CC25,2133,2576
2023-08,WEEKDAY,7,Haw Par Villa,CC25,11977,17052
2023-08,WEEKENDS/HOLIDAY,15,Woodlands North ,TE1,1584,1098
2023-08,WEEKDAY,15,Woodlands North ,TE1,25152,4782
2023-08,WEEKENDS/HOLIDAY,13,Bencoolen,DT21,3828,4482
2023-08,WEEKDAY,13,Bencoolen,DT21,9028,9585
2023-08,WEEKENDS/HOLIDAY,22,Marsiling,NS8,4068,7347
2023-08,WEEKDAY,22,Marsiling,NS8,7528,19305
2023-08,WEEKENDS/HOLIDAY,23,Esplanade,CC3,2594,491
2023-08,WEEKDAY,23,Esplanade,CC3,5212,674
2023-08,WEEKENDS/HOLIDAY,0,Bendemeer,DT23,33,69
2023-08,WEEKDAY,0,Bendemeer,DT23,110,176
2023-08,WEEKDAY,6,Jalan Besar,DT22,8407,3371
2023-08,WEEKENDS/HOLIDAY,6,Jalan Besar,DT22,1946,1467
2023-08,WEEKENDS/HOLIDAY,17,Lakeside,EW26,17774,18099
2023-08,WEEKDAY,17,Lakeside,EW26,57240,64740
2023-08,WEEKENDS/HOLIDAY,21,Paya Lebar,EW8/CC9,25724,14608
2023-08,WEEKDAY,21,Paya Lebar,EW8/CC9,67661,33511
2023-08,WEEKENDS/HOLIDAY,22,Aljunied,EW9,6946,11842
2023-08,WEEKDAY,22,Aljunied,EW9,13238,27608
2023-08,WEEKENDS/HOLIDAY,20,Tiong Bahru,EW17,8598,12368
2023-08,WEEKDAY,20,Tiong Bahru,EW17,22322,37426
2023-08,WEEKENDS/HOLIDAY,12,Newton,NS21/DT11,30875,29590
2023-08,WEEKDAY,12,Newton,NS21/DT11,63710,52365
2023-08,WEEKDAY,13,Khatib,NS14,27911,22991
2023-08,WEEKENDS/HOLIDAY,13,Khatib,NS14,15295,12754
2023-08,WEEKENDS/HOLIDAY,22,Clementi,EW23,9355,17248
2023-08,WEEKDAY,22,Clementi,EW23,26748,38407
2023-08,WEEKDAY,22,Farrer Park,NE8,30443,24140
2023-08,WEEKENDS/HOLIDAY,22,Farrer Park,NE8,19530,9976
2023-08,WEEKDAY,9,Somerset,NS23,14425,68126
2023-08,WEEKENDS/HOLIDAY,9,Somerset,NS23,3930,14935
2023-08,WEEKENDS/HOLIDAY,10,Compassvale,SE1,2744,983
2023-08,WEEKDAY,10,Compassvale,SE1,5777,1868
2023-08,WEEKENDS/HOLIDAY,20,Compassvale,SE1,733,2318
2023-08,WEEKDAY,20,Compassvale,SE1,1812,7296
2023-08,WEEKDAY,7,Damai,PE7,15850,10890
2023-08,WEEKENDS/HOLIDAY,7,Damai,PE7,1596,1710
2023-08,WEEKDAY,17,Potong Pasir,NE10,32964,25217
2023-08,WEEKENDS/HOLIDAY,17,Potong Pasir,NE10,8722,8143
2023-08,WEEKDAY,21,Cashew,DT2,935,2663
2023-08,WEEKENDS/HOLIDAY,21,Cashew,DT2,274,882
2023-08,WEEKENDS/HOLIDAY,7,HarbourFront,NE1/CC29,5896,15098
2023-08,WEEKDAY,7,HarbourFront,NE1/CC29,21823,67665
2023-08,WEEKDAY,19,Bedok Reservoir,DT30,6048,26012
2023-08,WEEKENDS/HOLIDAY,19,Bedok Reservoir,DT30,2660,4408
2023-08,WEEKENDS/HOLIDAY,20,Shenton Way,TE19,1742,1053
2023-08,WEEKDAY,20,Shenton Way,TE19,10725,2325
2023-08,WEEKENDS/HOLIDAY,20,Pasir Ris,EW1,6525,16066
2023-08,WEEKDAY,20,Pasir Ris,EW1,13741,53086
2023-08,WEEKDAY,16,Jelapang,BP12,3185,2204
2023-08,WEEKENDS/HOLIDAY,16,Jelapang,BP12,1084,687
2023-08,WEEKDAY,15,Petir,BP7,922,1215
2023-08,WEEKENDS/HOLIDAY,15,Petir,BP7,283,481
2023-08,WEEKENDS/HOLIDAY,12,Simei,EW3,9280,7268
2023-08,WEEKDAY,12,Simei,EW3,18464,15286
2023-08,WEEKENDS/HOLIDAY,11,Kangkar,SE4,2529,1335
2023-08,WEEKDAY,11,Kangkar,SE4,4613,2605
2023-08,WEEKENDS/HOLIDAY,13,Bras Basah,CC2,2648,3238
2023-08,WEEKDAY,13,Bras Basah,CC2,5838,9624
2023-08,WEEKENDS/HOLIDAY,13,Nicoll Highway,CC5,2894,3941
2023-08,WEEKDAY,13,Nicoll Highway,CC5,5409,5489
2023-08,WEEKENDS/HOLIDAY,5,Lorong Chuan,CC14,187,62
2023-08,WEEKDAY,5,Lorong Chuan,CC14,861,460
2023-08,WEEKENDS/HOLIDAY,16,Bayfront,CE1/DT16,29856,34705
2023-08,WEEKDAY,16,Bayfront,CE1/DT16,40944,33959
2023-08,WEEKENDS/HOLIDAY,13,Kupang,SW3,1017,1035
2023-08,WEEKDAY,13,Kupang,SW3,5922,2964
2023-08,WEEKDAY,5,Raffles Place,EW14/NS26,1516,1886
2023-08,WEEKENDS/HOLIDAY,5,Raffles Place,EW14/NS26,413,95
2023-08,WEEKDAY,15,Kallang,EW10,7928,10098
2023-08,WEEKENDS/HOLIDAY,15,Kallang,EW10,6737,7180
2023-08,WEEKDAY,5,Pending,BP8,1722,1066
2023-08,WEEKENDS/HOLIDAY,5,Pending,BP8,313,95
2023-08,WEEKDAY,15,Ranggung,SE5,4362,2983
2023-08,WEEKENDS/HOLIDAY,15,Ranggung,SE5,1122,1241
2023-08,WEEKENDS/HOLIDAY,16,Tan Kah Kee,DT8,1641,1892
2023-08,WEEKDAY,16,Tan Kah Kee,DT8,11286,5005
2023-08,WEEKENDS/HOLIDAY,10,Farmway,SW2,3330,2160
2023-08,WEEKDAY,10,Farmway,SW2,4301,2423
2023-08,WEEKDAY,22,Hougang,NE14,9886,43868
2023-08,WEEKENDS/HOLIDAY,22,Hougang,NE14,4273,17411
2023-08,WEEKDAY,20,Lakeside,EW26,19820,57806
2023-08,WEEKENDS/HOLIDAY,20,Lakeside,EW26,9097,18769
2023-08,WEEKENDS/HOLIDAY,14,Farrer Road,CC20,2185,2447
2023-08,WEEKDAY,14,Farrer Road,CC20,7835,5573
2023-08,WEEKDAY,5,Canberra,NS12,6115,771
2023-08,WEEKENDS/HOLIDAY,5,Canberra,NS12,1137,150
2023-08,WEEKENDS/HOLIDAY,18,Tai Seng,CC11,7941,6048
2023-08,WEEKDAY,18,Tai Seng,CC11,114511,26101
2023-08,WEEKENDS/HOLIDAY,0,Bayfront,CE1/DT16,933,302
2023-08,WEEKDAY,0,Bayfront,CE1/DT16,1511,733
2023-08,WEEKENDS/HOLIDAY,14,Keat Hong,BP3,1910,1916
2023-08,WEEKDAY,14,Keat Hong,BP3,3161,4380
2023-08,WEEKDAY,16,Samudera,PW4,5293,7195
2023-08,WEEKENDS/HOLIDAY,16,Samudera,PW4,3183,3237
2023-08,WEEKDAY,5,City Hall,NS25/EW13,620,835
2023-08,WEEKENDS/HOLIDAY,5,City Hall,NS25/EW13,124,131
2023-08,WEEKENDS/HOLIDAY,7,Yew Tee,NS5,13377,4908
2023-08,WEEKDAY,7,Yew Tee,NS5,136753,48232
2023-08,WEEKDAY,17,Raffles Place,EW14/NS26,185903,37205
2023-08,WEEKENDS/HOLIDAY,17,Raffles Place,EW14/NS26,13043,18479
2023-08,WEEKDAY,16,Rumbia,SE2,4239,7284
2023-08,WEEKENDS/HOLIDAY,16,Rumbia,SE2,2658,2524
2023-08,WEEKENDS/HOLIDAY,15,Tai Seng,CC11,6887,4680
2023-08,WEEKDAY,15,Tai Seng,CC11,16781,9338
2023-08,WEEKDAY,0,Tampines West,DT31,49,1096
2023-08,WEEKENDS/HOLIDAY,0,Tampines West,DT31,28,501
2023-08,WEEKDAY,10,Kadaloor,PE5,7122,2574
2023-08,WEEKENDS/HOLIDAY,10,Kadaloor,PE5,3643,1264
2023-08,WEEKENDS/HOLIDAY,21,Caldecott,CC17/TE9,970,2174
2023-08,WEEKDAY,21,Caldecott,CC17/TE9,2438,6674
2023-08,WEEKENDS/HOLIDAY,5,Aljunied,EW9,928,90
2023-08,WEEKDAY,5,Aljunied,EW9,5480,857
2023-08,WEEKENDS/HOLIDAY,6,Upper Changi,DT34,467,360
2023-08,WEEKDAY,6,Upper Changi,DT34,4200,2747
2023-08,WEEKDAY,5,Napier,TE12,134,86
2023-08,WEEKENDS/HOLIDAY,5,Napier,TE12,28,9
2023-08,WEEKENDS/HOLIDAY,17,Bedok Reservoir,DT30,3874,3973
2023-08,WEEKDAY,17,Bedok Reservoir,DT30,8345,17254
2023-08,WEEKDAY,12,Downtown,DT17,36903,17100
2023-08,WEEKENDS/HOLIDAY,12,Downtown,DT17,2496,2652
2023-08,WEEKDAY,15,Senja,BP13,884,807
2023-08,WEEKENDS/HOLIDAY,15,Senja,BP13,569,288
2023-08,WEEKDAY,21,Bukit Gombak,NS3,10181,29680
2023-08,WEEKENDS/HOLIDAY,21,Bukit Gombak,NS3,3463,10227
2023-08,WEEKENDS/HOLIDAY,15,Bras Basah,CC2,3175,2699
2023-08,WEEKDAY,15,Bras Basah,CC2,9069,7490
2023-08,WEEKDAY,19,Pasir Panjang,CC26,15715,6476
2023-08,WEEKENDS/HOLIDAY,19,Pasir Panjang,CC26,3163,2101
2023-08,WEEKENDS/HOLIDAY,20,Commonwealth,EW20,3118,5320
2023-08,WEEKDAY,20,Commonwealth,EW20,10373,15595
2023-08,WEEKENDS/HOLIDAY,21,Compassvale,SE1,578,2503
2023-08,WEEKDAY,21,Compassvale,SE1,1422,6739
2023-08,WEEKDAY,16,Changi Airport,CG2,31118,19745
2023-08,WEEKENDS/HOLIDAY,16,Changi Airport,CG2,17312,12427
2023-08,WEEKENDS/HOLIDAY,22,Tanjong Pagar,EW15,8776,3408
2023-08,WEEKDAY,22,Tanjong Pagar,EW15,36649,7932
2023-08,WEEKDAY,6,Choa Chu Kang,NS4/BP1,69433,43032
2023-08,WEEKENDS/HOLIDAY,6,Choa Chu Kang,NS4/BP1,10332,5393
2023-08,WEEKDAY,5,Nibong,PW5,1808,98
2023-08,WEEKENDS/HOLIDAY,5,Nibong,PW5,528,3
2023-08,WEEKDAY,22,Kadaloor,PE5,816,6060
2023-08,WEEKENDS/HOLIDAY,22,Kadaloor,PE5,420,2492
2023-08,WEEKDAY,15,Bayfront,CE1/DT16,38796,34017
2023-08,WEEKENDS/HOLIDAY,15,Bayfront,CE1/DT16,27119,31959
2023-08,WEEKENDS/HOLIDAY,14,Marina South Pier,NS28,2256,3046
2023-08,WEEKDAY,14,Marina South Pier,NS28,3386,2073
2023-08,WEEKENDS/HOLIDAY,21,Stevens,DT10/TE11,1712,3190
2023-08,WEEKDAY,21,Stevens,DT10/TE11,4750,7792
2023-08,WEEKDAY,6,Fajar,BP10,10204,1515
2023-08,WEEKENDS/HOLIDAY,6,Fajar,BP10,1065,248
2023-08,WEEKDAY,0,Oasis,PE6,74,709
2023-08,WEEKENDS/HOLIDAY,0,Oasis,PE6,25,280
2023-08,WEEKDAY,13,Rumbia,SE2,5461,5594
2023-08,WEEKENDS/HOLIDAY,13,Rumbia,SE2,2934,2611
2023-08,WEEKENDS/HOLIDAY,17,Jalan Besar,DT22,6407,9597
2023-08,WEEKDAY,17,Jalan Besar,DT22,11516,16297
2023-08,WEEKDAY,7,Bencoolen,DT21,3938,10544
2023-08,WEEKENDS/HOLIDAY,7,Bencoolen,DT21,656,1249
2023-08,WEEKDAY,16,Lentor,TE5,2883,5296
2023-08,WEEKENDS/HOLIDAY,16,Lentor,TE5,1788,1784
2023-08,WEEKENDS/HOLIDAY,17,Changi Airport,CG2,15088,13455
2023-08,WEEKDAY,17,Changi Airport,CG2,34245,21791
2023-08,WEEKDAY,5,Lentor,TE5,493,36
2023-08,WEEKENDS/HOLIDAY,5,Lentor,TE5,82,7
2023-08,WEEKDAY,14,MacPherson,CC10/DT26,11321,12514
2023-08,WEEKENDS/HOLIDAY,14,MacPherson,CC10/DT26,6619,5987
2023-08,WEEKDAY,7,Senja,BP13,5024,1308
2023-08,WEEKENDS/HOLIDAY,7,Senja,BP13,612,170
2023-08,WEEKDAY,11,Woodlands North ,TE1,7580,4149
2023-08,WEEKENDS/HOLIDAY,11,Woodlands North ,TE1,1751,698
2023-08,WEEKENDS/HOLIDAY,11,Sam Kee,PW1,1087,1929
2023-08,WEEKDAY,11,Sam Kee,PW1,1057,2191
2023-08,WEEKENDS/HOLIDAY,16,Ranggung,SE5,1167,1210
2023-08,WEEKDAY,16,Ranggung,SE5,3256,3358
2023-08,WEEKENDS/HOLIDAY,17,Downtown,DT17,3197,4916
2023-08,WEEKDAY,17,Downtown,DT17,67360,8528
2023-08,WEEKENDS/HOLIDAY,0,Sumang,PW6,1,110
2023-08,WEEKDAY,0,Sumang,PW6,12,219
2023-08,WEEKENDS/HOLIDAY,12,Napier,TE12,2690,2016
2023-08,WEEKDAY,12,Napier,TE12,6974,4547
2023-08,WEEKDAY,8,Lorong Chuan,CC14,26481,28201
2023-08,WEEKENDS/HOLIDAY,8,Lorong Chuan,CC14,3153,1423
