YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,TE1,158,22
2023-08,WEEKDAY,23,TRAIN,PE3,377,2720
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,PE3,143,1244
2023-08,WEEKDAY,23,TRAIN,EW1,1609,19463
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,EW1,841,7660
2023-08,WEEKDAY,16,TRAIN,EW32,8505,1928
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,EW32,2425,1947
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,CC24,5431,3116
2023-08,WEEKDAY,19,TRAIN,CC24,53318,11142
2023-08,WEEKDAY,19,TRAIN,DT28,16873,24462
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,DT28,4141,6551
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,NS28,1844,577
2023-08,WEEKDAY,20,TRAIN,NS28,1166,700
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,PE3,3306,2139
2023-08,WEEKDAY,9,TRAIN,PE3,8963,4763
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,NS2,11440,8939
2023-08,WEEKDAY,8,TRAIN,NS2,73038,44747
2023-08,WEEKDAY,23,TRAIN,CC2,3397,866
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,CC2,1324,548
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,BP9,1938,803
2023-08,WEEKDAY,11,TRAIN,BP9,2776,1466
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,NS28,530,3302
2023-08,WEEKDAY,10,TRAIN,NS28,1007,1719
2023-08,WEEKDAY,10,TRAIN,NS19,39546,29354
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,NS19,19594,15616
2023-08,WEEKDAY,15,TRAIN,PE6,7291,8748
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,PE6,3625,3400
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,EW8/CC9,284,1009
2023-08,WEEKDAY,0,TRAIN,EW8/CC9,744,1861
2023-08,WEEKDAY,8,TRAIN,DT18,4298,106204
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,DT18,576,2805
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,CC26,16,109
2023-08,WEEKDAY,0,TRAIN,CC26,22,180
2023-08,WEEKDAY,17,TRAIN,NS15,71865,24939
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NS15,7553,6743
2023-08,WEEKDAY,8,TRAIN,CC11,12700,119753
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,CC11,2733,7246
2023-08,WEEKDAY,14,TRAIN,DT7,4479,5562
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,DT7,1694,2094
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,NE11,2460,2504
2023-08,WEEKDAY,7,TRAIN,NE11,21648,25266
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,TE6,5349,3028
2023-08,WEEKDAY,12,TRAIN,TE6,8770,5130
2023-08,WEEKDAY,15,TRAIN,NS3,16308,19453
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,NS3,8863,8537
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,SE2,555,3123
2023-08,WEEKDAY,22,TRAIN,SE2,1067,7139
2023-08,WEEKDAY,22,TRAIN,BP9,421,1549
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,BP9,235,671
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,CC2,4101,2861
2023-08,WEEKDAY,17,TRAIN,CC2,15722,5789
2023-08,WEEKDAY,18,TRAIN,SW7,2784,6702
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,SW7,1001,1391
2023-08,WEEKDAY,9,TRAIN,BP13,2466,826
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,BP13,953,362
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,NS19,18198,19180
2023-08,WEEKDAY,15,TRAIN,NS19,33748,38433
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,DT13,7554,6533
2023-08,WEEKDAY,17,TRAIN,DT13,22373,13787
2023-08,WEEKDAY,12,TRAIN,CC11,14612,13501
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,CC11,5852,5205
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,NS28,426,2169
2023-08,WEEKDAY,9,TRAIN,NS28,1276,1947
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,CC10/DT26,7426,4369
2023-08,WEEKDAY,11,TRAIN,CC10/DT26,14143,8799
2023-08,WEEKDAY,11,TRAIN,NS3,20441,12256
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,NS3,12459,6622
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,CC28,2160,1451
2023-08,WEEKDAY,12,TRAIN,CC28,4154,2799
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,SW5,432,1737
2023-08,WEEKDAY,23,TRAIN,SW5,983,4126
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,NS12,7296,3266
2023-08,WEEKDAY,7,TRAIN,NS12,70258,19560
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,NS21/DT11,22996,23546
2023-08,WEEKDAY,9,TRAIN,NS21/DT11,74650,84638
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,NS18,7254,3085
2023-08,WEEKDAY,8,TRAIN,NS18,46894,23649
2023-08,WEEKDAY,5,TRAIN,NE14,7814,1046
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NE14,1077,113
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,CC19/DT9,514,1185
2023-08,WEEKDAY,6,TRAIN,CC19/DT9,3324,5654
2023-08,WEEKDAY,22,TRAIN,CC25,3988,5050
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,CC25,1506,2234
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,BP3,857,2453
2023-08,WEEKDAY,20,TRAIN,BP3,1954,8246
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,BP6/DT1,10710,23420
2023-08,WEEKDAY,21,TRAIN,BP6/DT1,25764,54439
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,BP12,593,838
2023-08,WEEKDAY,19,TRAIN,BP12,2005,7056
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,BP10,423,1792
2023-08,WEEKDAY,21,TRAIN,BP10,1056,4871
2023-08,WEEKDAY,7,TRAIN,BP12,13753,8376
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,BP12,1251,307
2023-08,WEEKDAY,20,TRAIN,EW21/CC22,33775,18042
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,EW21/CC22,7440,6054
2023-08,WEEKDAY,7,TRAIN,EW20,29308,30774
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,EW20,3851,3613
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,CC26,1854,2962
2023-08,WEEKDAY,18,TRAIN,CC26,28373,10421
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,NE11,6231,5733
2023-08,WEEKDAY,11,TRAIN,NE11,10883,10934
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,CC16,3609,3104
2023-08,WEEKDAY,17,TRAIN,CC16,21980,11117
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,CC24,2280,3720
2023-08,WEEKDAY,10,TRAIN,CC24,14387,39443
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,EW26,19008,7339
2023-08,WEEKDAY,11,TRAIN,EW26,30207,11785
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,PW3,642,682
2023-08,WEEKDAY,8,TRAIN,PW3,3466,2154
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,EW11,4648,7779
2023-08,WEEKDAY,22,TRAIN,EW11,12165,18276
2023-08,WEEKDAY,6,TRAIN,EW15,4728,27360
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,EW15,891,3065
2023-08,WEEKDAY,23,TRAIN,PW6,76,788
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,PW6,23,305
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,EW5,11554,6509
2023-08,WEEKDAY,7,TRAIN,EW5,81103,37685
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,SE5,1029,1466
2023-08,WEEKDAY,18,TRAIN,SE5,4342,6366
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,NE13,3633,9487
2023-08,WEEKDAY,22,TRAIN,NE13,9270,23105
2023-08,WEEKDAY,8,TRAIN,BP4,5573,18104
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,BP4,983,635
2023-08,WEEKDAY,11,TRAIN,DT5,13057,10276
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,DT5,10900,6339
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,BP9,593,230
2023-08,WEEKDAY,6,TRAIN,BP9,5540,1597
2023-08,WEEKDAY,8,TRAIN,CC7,16722,15844
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,CC7,2830,2776
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,NS27/CE2/TE20,1819,3313
2023-08,WEEKDAY,12,TRAIN,NS27/CE2/TE20,6228,5599
2023-08,WEEKDAY,14,TRAIN,EW3,18306,18178
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,EW3,8259,7973
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,PE6,827,493
2023-08,WEEKDAY,6,TRAIN,PE6,10191,2189
2023-08,WEEKDAY,7,TRAIN,CC11,15972,59711
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CC11,4088,5939
2023-08,WEEKDAY,12,TRAIN,PW3,1111,774
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,PW3,675,376
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,EW20,5267,4822
2023-08,WEEKDAY,15,TRAIN,EW20,12505,10226
2023-08,WEEKDAY,13,TRAIN,EW27,38062,41369
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,EW27,24623,21990
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,EW15,11623,12675
2023-08,WEEKDAY,13,TRAIN,EW15,35981,41215
2023-08,WEEKDAY,12,TRAIN,DT30,7094,4028
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,DT30,4286,2265
2023-08,WEEKDAY,8,TRAIN,NS9/TE2,131836,78653
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,NS9/TE2,22200,17422
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NE7/DT12,199,21
2023-08,WEEKDAY,5,TRAIN,NE7/DT12,1060,257
2023-08,WEEKDAY,11,TRAIN,TE15,5624,8114
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,TE15,3114,4400
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,BP8,746,813
2023-08,WEEKDAY,18,TRAIN,BP8,4342,4710
2023-08,WEEKDAY,0,TRAIN,NE4/DT19,405,1092
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,NE4/DT19,165,561
2023-08,WEEKDAY,16,TRAIN,DT18,18936,7855
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,DT18,2966,2378
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,BP9,1370,851
2023-08,WEEKDAY,8,TRAIN,BP9,5207,2777
2023-08,WEEKDAY,13,TRAIN,CC8,12655,8077
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,CC8,4855,4340
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,BP6/DT1,22158,17389
2023-08,WEEKDAY,12,TRAIN,BP6/DT1,35002,30737
2023-08,WEEKDAY,7,TRAIN,CC10/DT26,33771,25987
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CC10/DT26,4810,3096
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,NS24/NE6/CC1,5066,14397
2023-08,WEEKDAY,9,TRAIN,NS24/NE6/CC1,14288,48927
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,EW1,15171,11445
2023-08,WEEKDAY,13,TRAIN,EW1,25999,21306
2023-08,WEEKDAY,13,TRAIN,EW16/NE3/TE17,32502,49229
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,EW16/NE3/TE17,12797,10613
2023-08,WEEKDAY,12,TRAIN,BP3,4133,2760
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,BP3,2513,1483
2023-08,WEEKDAY,6,TRAIN,NE4/DT19,11418,17030
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,NE4/DT19,2787,4091
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,NE15,12580,3980
2023-08,WEEKDAY,9,TRAIN,NE15,38449,7987
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,SW1,1212,1576
2023-08,WEEKDAY,12,TRAIN,SW1,3874,4549
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,PW3,157,623
2023-08,WEEKDAY,21,TRAIN,PW3,630,1744
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,NE13,12311,13146
2023-08,WEEKDAY,18,TRAIN,NE13,35737,66766
2023-08,WEEKDAY,9,TRAIN,PE7,6349,2685
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,PE7,2733,930
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,CC28,1746,1784
2023-08,WEEKDAY,15,TRAIN,CC28,3043,3837
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,CC28,1858,1157
2023-08,WEEKDAY,8,TRAIN,CC28,13242,10282
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,EW23,25025,27532
2023-08,WEEKDAY,18,TRAIN,EW23,120314,141994
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,PE6,4714,3522
2023-08,WEEKDAY,12,TRAIN,PE6,8964,6652
2023-08,WEEKDAY,6,TRAIN,PE4,3565,485
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,PE4,323,63
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,CC3,8253,7818
2023-08,WEEKDAY,17,TRAIN,CC3,18064,8024
2023-08,WEEKDAY,7,TRAIN,CC5,3019,6429
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CC5,684,869
2023-08,WEEKDAY,17,TRAIN,SW8,4735,3312
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,SW8,1162,924
2023-08,WEEKDAY,11,TRAIN,EW19,16258,10457
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,EW19,9118,5488
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,CC7,761,1698
2023-08,WEEKDAY,23,TRAIN,CC7,1697,3560
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,CC10/DT26,6928,5644
2023-08,WEEKDAY,9,TRAIN,CC10/DT26,21580,32476
2023-08,WEEKDAY,6,TRAIN,EW9,41177,11573
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,EW9,10305,2195
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,NS14,14919,6285
2023-08,WEEKDAY,7,TRAIN,NS14,133160,46095
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,BP4,917,983
2023-08,WEEKDAY,18,TRAIN,BP4,4627,6850
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,DT13,5629,3994
2023-08,WEEKDAY,20,TRAIN,DT13,14936,9189
2023-08,WEEKDAY,9,TRAIN,NE4/DT19,28729,86171
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,NE4/DT19,10769,23345
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,CC21,4027,4881
2023-08,WEEKDAY,11,TRAIN,CC21,8061,11160
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,SE4,479,1543
2023-08,WEEKDAY,22,TRAIN,SE4,743,3956
2023-08,WEEKDAY,21,TRAIN,EW10,8354,19612
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,EW10,4510,8062
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,SW1,1084,1165
2023-08,WEEKDAY,17,TRAIN,SW1,7878,3677
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,CC12,786,354
2023-08,WEEKDAY,6,TRAIN,CC12,7526,9731
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,CG1/DT35,9433,9873
2023-08,WEEKDAY,15,TRAIN,CG1/DT35,14936,9282
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,EW18,8562,6709
2023-08,WEEKDAY,10,TRAIN,EW18,17371,13803
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,CC12,2733,2553
2023-08,WEEKDAY,15,TRAIN,CC12,10190,6007
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,SW1,1252,1298
2023-08,WEEKDAY,13,TRAIN,SW1,3232,4481
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,EW8/CC9,31638,31774
2023-08,WEEKDAY,15,TRAIN,EW8/CC9,51231,44127
2023-08,WEEKDAY,12,TRAIN,EW10,9779,8193
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,EW10,6503,6974
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,CC6,7809,10234
2023-08,WEEKDAY,15,TRAIN,CC6,8178,11605
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,CC8,4306,4055
2023-08,WEEKDAY,15,TRAIN,CC8,12549,8054
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,SW5,1470,3059
2023-08,WEEKDAY,22,TRAIN,SW5,3408,7521
2023-08,WEEKDAY,21,TRAIN,DT29,2562,12562
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,DT29,1114,4806
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,DT22,3214,4968
2023-08,WEEKDAY,9,TRAIN,DT22,11146,10860
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,DT10/TE11,4126,2247
2023-08,WEEKDAY,10,TRAIN,DT10/TE11,9318,3847
2023-08,WEEKDAY,22,TRAIN,NE1/CC29,59116,12218
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,NE1/CC29,31206,5502
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,NS23,23756,23946
2023-08,WEEKDAY,15,TRAIN,NS23,37112,34462
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,TE14/NS22,3090,14432
2023-08,WEEKDAY,7,TRAIN,TE14/NS22,14930,66403
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,CC8,5268,5039
2023-08,WEEKDAY,18,TRAIN,CC8,19818,25441
2023-08,WEEKDAY,21,TRAIN,EW27,38034,61737
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,EW27,15394,28790
2023-08,WEEKDAY,20,TRAIN,PE3,3465,10120
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,PE3,1309,3093
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,NS21/DT11,29176,28508
2023-08,WEEKDAY,11,TRAIN,NS21/DT11,54405,48510
2023-08,WEEKDAY,18,TRAIN,NS8,36090,64294
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,NS8,8860,10007
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,PW7,793,1706
2023-08,WEEKDAY,20,TRAIN,PW7,2259,4540
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,TE16,21,209
2023-08,WEEKDAY,0,TRAIN,TE16,44,252
2023-08,WEEKDAY,14,TRAIN,EW33,2163,1918
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,EW33,1867,1030
2023-08,WEEKDAY,23,TRAIN,NS7,4968,15312
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,NS7,5382,7391
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,TE1,1608,1006
2023-08,WEEKDAY,13,TRAIN,TE1,5920,4795
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,SW2,2068,1403
2023-08,WEEKDAY,8,TRAIN,SW2,10227,2917
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,SW7,716,1443
2023-08,WEEKDAY,19,TRAIN,SW7,1781,6766
2023-08,WEEKDAY,19,TRAIN,CC27,27119,2816
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,CC27,1322,1003
2023-08,WEEKDAY,13,TRAIN,EW32,2169,1965
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,EW32,2134,979
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,PE5,1639,2965
2023-08,WEEKDAY,19,TRAIN,PE5,4109,15322
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CC7,2477,2043
2023-08,WEEKDAY,7,TRAIN,CC7,14346,19627
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,SW5,871,25
2023-08,WEEKDAY,5,TRAIN,SW5,3956,132
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,PE2,2854,2521
2023-08,WEEKDAY,13,TRAIN,PE2,10524,6870
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,NS24/NE6/CC1,21476,23107
2023-08,WEEKDAY,14,TRAIN,NS24/NE6/CC1,36223,35720
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,DT5,2023,1268
2023-08,WEEKDAY,6,TRAIN,DT5,13222,4959
2023-08,WEEKDAY,21,TRAIN,CC21,13073,7728
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,CC21,3890,2945
2023-08,WEEKDAY,19,TRAIN,SW8,1843,4004
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,SW8,625,977
2023-08,WEEKDAY,22,TRAIN,DT22,9784,9457
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,DT22,7007,3815
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,DT22,9136,4511
2023-08,WEEKDAY,21,TRAIN,DT22,11967,10110
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,NE1/CC29,2090,8348
2023-08,WEEKDAY,6,TRAIN,NE1/CC29,6786,29250
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,NE17/PTC,17134,9572
2023-08,WEEKDAY,8,TRAIN,NE17/PTC,132966,27906
2023-08,WEEKDAY,15,TRAIN,NE7/DT12,24989,25363
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,NE7/DT12,18563,19084
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,PW1,233,1515
2023-08,WEEKDAY,9,TRAIN,PW1,698,2506
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,SW6,2343,719
2023-08,WEEKDAY,9,TRAIN,SW6,6244,2046
2023-08,WEEKDAY,21,TRAIN,BP8,1575,1919
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,BP8,489,716
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,PE1,2383,987
2023-08,WEEKDAY,10,TRAIN,PE1,4392,1712
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,CC3,3932,6426
2023-08,WEEKDAY,12,TRAIN,CC3,6031,9818
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,EW21/CC22,6618,4663
2023-08,WEEKDAY,22,TRAIN,EW21/CC22,23346,11823
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,EW20,7146,5663
2023-08,WEEKDAY,17,TRAIN,EW20,31538,19553
2023-08,WEEKDAY,0,TRAIN,TE22,29,20
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,TE22,12,12
2023-08,WEEKDAY,13,TRAIN,BP10,3283,3363
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,BP10,1421,1562
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,BP7,241,577
2023-08,WEEKDAY,18,TRAIN,BP7,1473,3740
2023-08,WEEKDAY,12,TRAIN,DT7,4181,3747
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,DT7,2305,1833
2023-08,WEEKDAY,21,TRAIN,SE5,905,3670
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,SE5,338,1549
2023-08,WEEKDAY,7,TRAIN,DT5,33312,17734
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,DT5,3766,4768
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,CC7,2854,3475
2023-08,WEEKDAY,14,TRAIN,CC7,7385,7166
2023-08,WEEKDAY,19,TRAIN,TE22,3508,9075
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,TE22,4257,7347
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,TE18,5872,5226
2023-08,WEEKDAY,13,TRAIN,TE18,13378,9416
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,NS7,13795,7978
2023-08,WEEKDAY,6,TRAIN,NS7,55045,17472
2023-08,WEEKDAY,5,TRAIN,CC4/DT15,147,253
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,CC4/DT15,43,6
2023-08,WEEKDAY,14,TRAIN,SE5,3366,3172
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,SE5,1275,1399
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,CC25,3004,2730
2023-08,WEEKDAY,14,TRAIN,CC25,5884,6493
2023-08,WEEKDAY,22,TRAIN,DT6,5576,4975
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,DT6,858,2003
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,SW2,2561,2272
2023-08,WEEKDAY,18,TRAIN,SW2,6259,10235
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,DT18,2907,4174
2023-08,WEEKDAY,18,TRAIN,DT18,103379,20830
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,PW1,1,13
2023-08,WEEKDAY,5,TRAIN,PW1,13,38
2023-08,WEEKDAY,6,TRAIN,DT7,2498,3199
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,DT7,284,455
2023-08,WEEKDAY,10,TRAIN,DT2,2838,950
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,DT2,1495,341
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,DT29,3087,2960
2023-08,WEEKDAY,16,TRAIN,DT29,4966,8212
2023-08,WEEKDAY,21,TRAIN,EW5,23893,45541
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,EW5,10006,18411
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,PW5,2343,807
2023-08,WEEKDAY,9,TRAIN,PW5,3747,1819
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,PW3,632,369
2023-08,WEEKDAY,9,TRAIN,PW3,1879,1145
2023-08,WEEKDAY,22,TRAIN,PE3,1445,5572
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,PE3,624,2559
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,CC7,2905,3627
2023-08,WEEKDAY,15,TRAIN,CC7,7333,7199
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,SW4,912,1109
2023-08,WEEKDAY,14,TRAIN,SW4,1494,3246
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,SW4,385,1140
2023-08,WEEKDAY,21,TRAIN,SW4,756,3558
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,SE3,1910,1217
2023-08,WEEKDAY,12,TRAIN,SE3,3006,2128
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,CC14,472,1301
2023-08,WEEKDAY,23,TRAIN,CC14,766,3132
2023-08,WEEKDAY,16,TRAIN,PE3,6867,8473
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,PE3,2880,2994
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,PW4,2627,3313
2023-08,WEEKDAY,19,TRAIN,PW4,4691,13302
2023-08,WEEKDAY,22,TRAIN,EW29,5274,4479
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,EW29,1902,3905
2023-08,WEEKDAY,12,TRAIN,NE10,18087,12337
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,NE10,9546,6045
